model_name,context_window_operation,context_window_size,similarity_measure,score,time,time_per
EMBEDDIA/crosloengual-bert,sum,10,cosine,0.37910311750246906,1.3437081249976472,0.012105478603582407
EMBEDDIA/crosloengual-bert,sum,1,cosine,0.34364920811353494,1.325647375000699,0.01194276914415044
bert-base-multilingual-cased,sum,10,cosine,0.2985908167181942,1.7663695420014847,0.015913239117130492
bert-base-multilingual-uncased,sum,10,cosine,0.2907930216597504,1.727361709003162,0.015561817198226685
bert-base-multilingual-cased,sum,5,cosine,0.27188356674366854,1.7647212500014575,0.01589838963965277
bert-base-multilingual-cased,sum,20,cosine,0.267440227627741,1.8140800410001248,0.016343063432433556
EMBEDDIA/crosloengual-bert,sum,20,cosine,0.2668157057952302,1.441885166997963,0.012989956459441109
EMBEDDIA/crosloengual-bert,none,0,cosine,0.2589806567857479,1.3404745000007097,0.01207634684685324
bert-base-multilingual-uncased,sum,20,cosine,0.24985159414029767,1.7854127089995018,0.01608479918017569
EMBEDDIA/crosloengual-bert,sum,5,cosine,0.22261632707399803,1.380493958000443,0.012436882504508496
bert-base-multilingual-uncased,sum,5,cosine,0.22024505999264965,1.7409379999990051,0.01568412612611716
bert-base-multilingual-cased,none,0,cosine,0.21815141445560837,1.7913004579968401,0.016137841963935497
bert-base-multilingual-cased,sum,2,cosine,0.20787035055923153,1.7764299169975857,0.016003873126104375
bert-base-multilingual-cased,sum,1,cosine,0.14906364538513162,1.7591169580009591,0.015847900522531162
EMBEDDIA/crosloengual-bert,sum,2,cosine,0.123650473706018,1.3396499160007806,0.012068918162169194
bert-base-multilingual-uncased,sum,2,cosine,0.12186194041810383,1.746576957997604,0.015734927549527964
bert-base-multilingual-uncased,sum,1,cosine,0.09573298491273452,1.7321216669988644,0.015604699702692472
bert-base-multilingual-uncased,none,0,cosine,0.06287521208803959,1.7341038750018924,0.015622557432449481
bert-base-multilingual-cased,sum,50,cosine,0.04667077367569061,1.7801981659977173,0.01603782131529475
EMBEDDIA/crosloengual-bert,sum,50,cosine,0.040920645718390936,1.3847005829993577,0.01247478002702124
bert-base-multilingual-uncased,sum,50,cosine,0.023571395223869085,1.753610750001826,0.015798295045061497
gerulata/slovakbert,none,0,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,1,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,2,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,5,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,10,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,20,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,50,cosine,0.0,0.0,0.0
gerulata/slovakbert,sum,100,cosine,0.0,0.0,0.0
EMBEDDIA/crosloengual-bert,sum,100,cosine,-0.016128579925186903,1.360409457996866,0.012255941063034828
bert-base-multilingual-cased,sum,100,cosine,-0.08656021529850322,1.7820098750016768,0.016054143018033123
bert-base-multilingual-uncased,sum,100,cosine,-0.1267156244816734,1.8489941249972617,0.01665760472970506
